fileName,Category,Paths,Class
"Grammar, Grade 1",Dictionaries-Languages,dataset/Dictionaries-Languages/0000231.jpg,same
Japanese For Busy People 2,Dictionaries-Languages,dataset/Dictionaries-Languages/0000232.jpg,same
Chineasy (TM) Everyday,Dictionaries-Languages,dataset/Dictionaries-Languages/0000233.jpg,same
Lingua Latina - Familia Romana,Dictionaries-Languages,dataset/Dictionaries-Languages/0000234.jpg,same
The Penguin Guide to Punctuation,Dictionaries-Languages,dataset/Dictionaries-Languages/0000235.jpg,same
Russian Stories,Dictionaries-Languages,dataset/Dictionaries-Languages/0000236.jpg,same
Lonely Planet Korean Phrasebook & Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000237.jpg,same
How to Swear Around the World,Dictionaries-Languages,dataset/Dictionaries-Languages/0000238.jpg,same
The Cat in the Hat,Dictionaries-Languages,dataset/Dictionaries-Languages/0000239.jpg,same
Spanish Stories,Dictionaries-Languages,dataset/Dictionaries-Languages/0000240.jpg,same
Oxford Essential Italian Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000241.jpg,same
FRENCH EXPERIENCE 1 CDS 1-4 NEW EDITION,Dictionaries-Languages,dataset/Dictionaries-Languages/0000242.jpg,same
"Banish Boring Words!, Grades 4-8",Dictionaries-Languages,dataset/Dictionaries-Languages/0000243.jpg,same
BUONGIORNO ITALIA! Audio CD's (NEW EDITION),Dictionaries-Languages,dataset/Dictionaries-Languages/0000244.jpg,same
Basics of Biblical Greek Workbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000245.jpg,same
Political Correctness Gone Mad?,Dictionaries-Languages,dataset/Dictionaries-Languages/0000246.jpg,same
Kid's Box Level 2 Pupil's Book British English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000247.jpg,same
Key Words: 3a Things we like,Dictionaries-Languages,dataset/Dictionaries-Languages/0000248.jpg,same
Chineasy (TM) 60 Flashcards,Dictionaries-Languages,dataset/Dictionaries-Languages/0000249.jpg,same
How To Be Right,Dictionaries-Languages,dataset/Dictionaries-Languages/0000250.jpg,same
Bibliophile,Dictionaries-Languages,dataset/Dictionaries-Languages/0000251.jpg,same
Themen Aktuell,Dictionaries-Languages,dataset/Dictionaries-Languages/0000252.jpg,same
Schritte International,Dictionaries-Languages,dataset/Dictionaries-Languages/0000253.jpg,same
English Language and Literature for the IB Diploma,Dictionaries-Languages,dataset/Dictionaries-Languages/0000254.jpg,same
Cambridge Latin Course Book 2 Student's Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000255.jpg,same
Easy Peasy Chinese,Dictionaries-Languages,dataset/Dictionaries-Languages/0000256.jpg,same
Stride Ahead,Dictionaries-Languages,dataset/Dictionaries-Languages/0000257.jpg,same
Fear and Loathing in Las Vegas,Dictionaries-Languages,dataset/Dictionaries-Languages/0000258.jpg,same
Verbal Judo,Dictionaries-Languages,dataset/Dictionaries-Languages/0000259.jpg,same
Schaum's Outline of Spanish Grammar,Dictionaries-Languages,dataset/Dictionaries-Languages/0000260.jpg,same
In Extremis,Dictionaries-Languages,dataset/Dictionaries-Languages/0000261.jpg,same
Key Words: 3b Boys and girls,Dictionaries-Languages,dataset/Dictionaries-Languages/0000262.jpg,same
Shakespeare's Words,Dictionaries-Languages,dataset/Dictionaries-Languages/0000263.jpg,same
"Kerry O'Brien, a Memoir",Dictionaries-Languages,dataset/Dictionaries-Languages/0000264.jpg,same
Short Stories in Spanish for Beginners,Dictionaries-Languages,dataset/Dictionaries-Languages/0000265.jpg,same
Think Level 1 Workbook with Online Practice,Dictionaries-Languages,dataset/Dictionaries-Languages/0000266.jpg,same
Amelia Bedelia and the Baby,Dictionaries-Languages,dataset/Dictionaries-Languages/0000267.jpg,same
How Writing Works,Dictionaries-Languages,dataset/Dictionaries-Languages/0000268.jpg,same
Publication Manual of the American Psychological Association,Dictionaries-Languages,dataset/Dictionaries-Languages/0000269.jpg,same
Tricolore Total 1,Dictionaries-Languages,dataset/Dictionaries-Languages/0000270.jpg,same
"Scholastic Success with Writing, Grade 2",Dictionaries-Languages,dataset/Dictionaries-Languages/0000271.jpg,same
Aula Internacional - Nueva edicion,Dictionaries-Languages,dataset/Dictionaries-Languages/0000272.jpg,same
Creating Character Arcs,Dictionaries-Languages,dataset/Dictionaries-Languages/0000273.jpg,same
English Grammar in Use Supplementary Exercises with Answers,Dictionaries-Languages,dataset/Dictionaries-Languages/0000274.jpg,same
Schaum's Outline of Italian Grammar,Dictionaries-Languages,dataset/Dictionaries-Languages/0000275.jpg,same
Cambridge Latin Course Book 3 Student's Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000276.jpg,same
"Project X Origins: Lime Book Band, Oxford Level 11: Underground: Ant Meets the Queen",Dictionaries-Languages,dataset/Dictionaries-Languages/0000277.jpg,same
Cultural Amnesia,Dictionaries-Languages,dataset/Dictionaries-Languages/0000278.jpg,same
"Project X Origins: Lime Book Band, Oxford Level 11: Underground: A NASTI Surprise",Dictionaries-Languages,dataset/Dictionaries-Languages/0000279.jpg,same
The Emotion Thesaurus,Dictionaries-Languages,dataset/Dictionaries-Languages/0000280.jpg,same
Short Stories in French for Beginners,Dictionaries-Languages,dataset/Dictionaries-Languages/0000281.jpg,same
Complete French Beginner to Intermediate Book and Audio Course,Dictionaries-Languages,dataset/Dictionaries-Languages/0000282.jpg,same
Cinematic Storytelling,Dictionaries-Languages,dataset/Dictionaries-Languages/0000283.jpg,same
Bryson's Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000284.jpg,same
Jolly Phonics Workbook 1,Dictionaries-Languages,dataset/Dictionaries-Languages/0000285.jpg,same
Le petit Nicolas,Dictionaries-Languages,dataset/Dictionaries-Languages/0000286.jpg,same
A New History of Western Philosophy,Dictionaries-Languages,dataset/Dictionaries-Languages/0000287.jpg,same
Pocket Oxford Latin Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000288.jpg,same
"Practice Makes Perfect: Complete French Grammar, Premium Third Edition",Dictionaries-Languages,dataset/Dictionaries-Languages/0000289.jpg,same
"Project X Origins: Brown Book Band, Oxford Level 11: Strong Defences: Attack of the X-bots",Dictionaries-Languages,dataset/Dictionaries-Languages/0000290.jpg,same
Oxford Reading Tree: Level 1: First Words: Who Is It?,Dictionaries-Languages,dataset/Dictionaries-Languages/0000291.jpg,same
Key Words: 4a Things we do,Dictionaries-Languages,dataset/Dictionaries-Languages/0000292.jpg,same
Getting Started with Latin,Dictionaries-Languages,dataset/Dictionaries-Languages/0000293.jpg,same
"Easy Learning German Complete Grammar, Verbs and Vocabulary (3 books in 1)",Dictionaries-Languages,dataset/Dictionaries-Languages/0000294.jpg,same
Key Words: 4b Fun at the farm,Dictionaries-Languages,dataset/Dictionaries-Languages/0000295.jpg,same
The Elements of New Testament Greek,Dictionaries-Languages,dataset/Dictionaries-Languages/0000296.jpg,same
Syllabus,Dictionaries-Languages,dataset/Dictionaries-Languages/0000297.jpg,same
Cambridge Vocabulary for IELTS Book with Answers and Audio CD,Dictionaries-Languages,dataset/Dictionaries-Languages/0000298.jpg,same
The Only Grammar Book You'll Ever Need,Dictionaries-Languages,dataset/Dictionaries-Languages/0000299.jpg,same
Think Level 1 Student's Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000300.jpg,same
Reading Greek,Dictionaries-Languages,dataset/Dictionaries-Languages/0000301.jpg,same
I Before E (Except After C),Dictionaries-Languages,dataset/Dictionaries-Languages/0000302.jpg,same
The Emotional Craft of Fiction,Dictionaries-Languages,dataset/Dictionaries-Languages/0000303.jpg,same
MLA Handbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000304.jpg,same
Art Of Fiction,Dictionaries-Languages,dataset/Dictionaries-Languages/0000305.jpg,same
Unfreedom of the Press,Dictionaries-Languages,dataset/Dictionaries-Languages/0000306.jpg,same
"Scholastic Success with Grammar, Grade 2",Dictionaries-Languages,dataset/Dictionaries-Languages/0000307.jpg,same
Reading Greek,Dictionaries-Languages,dataset/Dictionaries-Languages/0000308.jpg,same
"Project X Origins: Purple Book Band, Oxford Level 8: Habitat: The Monster of the Deep",Dictionaries-Languages,dataset/Dictionaries-Languages/0000309.jpg,same
Zen in the Art of Writing,Dictionaries-Languages,dataset/Dictionaries-Languages/0000310.jpg,same
"Project X Origins: Gold Book Band, Oxford Level 9: Communication: Message in an X-bot",Dictionaries-Languages,dataset/Dictionaries-Languages/0000311.jpg,same
"Project X Origins: Gold Book Band, Oxford Level 9: Communication: The Thing in the Cupboard",Dictionaries-Languages,dataset/Dictionaries-Languages/0000312.jpg,same
Oxford Reading Tree: Level 5: Stories: The Magic Key,Dictionaries-Languages,dataset/Dictionaries-Languages/0000313.jpg,same
Grammar Girl's Quick and Dirty Tips for Better Writing,Dictionaries-Languages,dataset/Dictionaries-Languages/0000314.jpg,same
"The Ultimate Sales Letter, 4th Edition",Dictionaries-Languages,dataset/Dictionaries-Languages/0000315.jpg,same
Oxford Thesaurus of English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000316.jpg,same
Aula Internacional - Nueva edicion,Dictionaries-Languages,dataset/Dictionaries-Languages/0000317.jpg,same
The Speed Reading Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000318.jpg,same
Alter Ego +,Dictionaries-Languages,dataset/Dictionaries-Languages/0000319.jpg,same
Fun for Starters Student's Book with Online Activities with Audio,Dictionaries-Languages,dataset/Dictionaries-Languages/0000320.jpg,same
Super Minds Level 1 Workbook with Online Resources,Dictionaries-Languages,dataset/Dictionaries-Languages/0000321.jpg,same
Cassell's Standard Latin Dictionary - Latin/English - English/Latin,Dictionaries-Languages,dataset/Dictionaries-Languages/0000322.jpg,same
Writing Essays For Dummies,Dictionaries-Languages,dataset/Dictionaries-Languages/0000323.jpg,same
Oxford Reading Tree: Level 7: Stories: Submarine Adventure,Dictionaries-Languages,dataset/Dictionaries-Languages/0000324.jpg,same
German-English Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000325.jpg,same
French All-in-One For Dummies,Dictionaries-Languages,dataset/Dictionaries-Languages/0000326.jpg,same
Kid's Box Level 3 Activity Book with Online Resources British English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000327.jpg,same
Grammar 2 Pupil Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000328.jpg,same
Greek to Me: Adventures of the Comma Queen,Dictionaries-Languages,dataset/Dictionaries-Languages/0000329.jpg,same
"Project X Origins: Orange Book Band, Oxford Level 6: What a Waste: In the Bin",Dictionaries-Languages,dataset/Dictionaries-Languages/0000330.jpg,same
French Grammar,Dictionaries-Languages,dataset/Dictionaries-Languages/0000331.jpg,same
The Pocket Oxford Classical Greek Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000332.jpg,same
The Oxford Dictionary of Literary Terms,Dictionaries-Languages,dataset/Dictionaries-Languages/0000333.jpg,same
The Oxford Dictionary of Synonyms and Antonyms,Dictionaries-Languages,dataset/Dictionaries-Languages/0000334.jpg,same
The Mother Tongue,Dictionaries-Languages,dataset/Dictionaries-Languages/0000335.jpg,same
How to Teach English Book and DVD Pack,Dictionaries-Languages,dataset/Dictionaries-Languages/0000336.jpg,same
Spanish For Dummies Audio Set,Dictionaries-Languages,dataset/Dictionaries-Languages/0000337.jpg,same
The Illustrated First Aid in English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000338.jpg,same
Menschen,Dictionaries-Languages,dataset/Dictionaries-Languages/0000339.jpg,same
The Australian Editing Handbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000340.jpg,same
Italian Verb Conjugation Card,Dictionaries-Languages,dataset/Dictionaries-Languages/0000341.jpg,same
English Phonetics and Phonology Paperback with Audio CDs (2),Dictionaries-Languages,dataset/Dictionaries-Languages/0000342.jpg,same
Bullet Grid Journal: Floral,Dictionaries-Languages,dataset/Dictionaries-Languages/0000343.jpg,same
The Right to Write,Dictionaries-Languages,dataset/Dictionaries-Languages/0000344.jpg,same
Thinking About It Only Makes It Worse,Dictionaries-Languages,dataset/Dictionaries-Languages/0000345.jpg,same
"Project X Origins: Orange Book Band, Oxford Level 6: What a Waste: Max the Detective",Dictionaries-Languages,dataset/Dictionaries-Languages/0000346.jpg,same
Short Stories in Italian,Dictionaries-Languages,dataset/Dictionaries-Languages/0000347.jpg,same
"Project X Origins: Purple Book Band, Oxford Level 8: Buildings: The Snow Den",Dictionaries-Languages,dataset/Dictionaries-Languages/0000348.jpg,same
"Easy Learning Spanish Complete Grammar, Verbs and Vocabulary (3 books in 1)",Dictionaries-Languages,dataset/Dictionaries-Languages/0000349.jpg,same
Goldilocks and the Three Bears - Read It Yourself with Ladybird,Dictionaries-Languages,dataset/Dictionaries-Languages/0000350.jpg,same
500 Words You Should Know,Dictionaries-Languages,dataset/Dictionaries-Languages/0000351.jpg,same
La Bella Lingua,Dictionaries-Languages,dataset/Dictionaries-Languages/0000352.jpg,same
Common Mistakes at IELTS Advanced,Dictionaries-Languages,dataset/Dictionaries-Languages/0000353.jpg,same
"Project X Origins: Gold Book Band, Oxford Level 9: Pirates: Treasure Hunt",Dictionaries-Languages,dataset/Dictionaries-Languages/0000354.jpg,same
Fancy Nancy's Fantastic Phonics,Dictionaries-Languages,dataset/Dictionaries-Languages/0000355.jpg,same
"F*ck Off, I'm Coloring! Swear Word Coloring Book",Dictionaries-Languages,dataset/Dictionaries-Languages/0000356.jpg,same
Grammar 1 Teacher's Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000357.jpg,same
"Project X Origins: Purple Book Band, Oxford Level 8: Water: A Wild Ride",Dictionaries-Languages,dataset/Dictionaries-Languages/0000358.jpg,same
"A Manual for Writers of Research Papers, Theses, and Dissertations, Ninth Edition",Dictionaries-Languages,dataset/Dictionaries-Languages/0000359.jpg,same
Grammaire progressive du francais - Nouvelle edition,Dictionaries-Languages,dataset/Dictionaries-Languages/0000360.jpg,same
"Project X Origins: Turquoise Book Band, Oxford Level 7: Hide and Seek: Where's Woody?",Dictionaries-Languages,dataset/Dictionaries-Languages/0000361.jpg,same
Cambridge IELTS 11 Academic Student's Book with Answers,Dictionaries-Languages,dataset/Dictionaries-Languages/0000362.jpg,same
"Project X Origins: Turquoise Book Band, Oxford Level 7: Discovery: The Silver Box",Dictionaries-Languages,dataset/Dictionaries-Languages/0000363.jpg,same
Short Stories in Italian for Beginners,Dictionaries-Languages,dataset/Dictionaries-Languages/0000364.jpg,same
The Unfolding Of Language,Dictionaries-Languages,dataset/Dictionaries-Languages/0000365.jpg,same
Public Speaking by Dale Carnegie (the author of How to Win Friends & Influence People) & Pleasing Personality by Napoleon Hill (the author of Think and Grow Rich),Dictionaries-Languages,dataset/Dictionaries-Languages/0000366.jpg,same
Writing Road to Reading,Dictionaries-Languages,dataset/Dictionaries-Languages/0000367.jpg,same
How NOT to Write a Novel,Dictionaries-Languages,dataset/Dictionaries-Languages/0000368.jpg,same
Thank You for Arguing,Dictionaries-Languages,dataset/Dictionaries-Languages/0000369.jpg,same
Tuttle Learning Chinese Characters: Volume 1,Dictionaries-Languages,dataset/Dictionaries-Languages/0000370.jpg,same
Integrated Korean,Dictionaries-Languages,dataset/Dictionaries-Languages/0000371.jpg,same
Oxford Reading Tree: Level 1: First Words: Fun at the Beach,Dictionaries-Languages,dataset/Dictionaries-Languages/0000372.jpg,same
"Project X Origins: Purple Book Band, Oxford Level 8: Water: Don't Look Down",Dictionaries-Languages,dataset/Dictionaries-Languages/0000373.jpg,same
Gwynne's Grammar,Dictionaries-Languages,dataset/Dictionaries-Languages/0000374.jpg,same
Lost in Translation,Dictionaries-Languages,dataset/Dictionaries-Languages/0000375.jpg,same
Foucault: A Very Short Introduction,Dictionaries-Languages,dataset/Dictionaries-Languages/0000376.jpg,same
How to Write a Sentence,Dictionaries-Languages,dataset/Dictionaries-Languages/0000377.jpg,same
Incredible English: 1: Activity Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000378.jpg,same
The Official Guide to the Pearson Test of English Academic New Edition Pack,Dictionaries-Languages,dataset/Dictionaries-Languages/0000379.jpg,same
Oxford Reading Tree: Level 8: Stories: A Day in London,Dictionaries-Languages,dataset/Dictionaries-Languages/0000380.jpg,same
"Project X Origins: Turquoise Book Band, Oxford Level 7: Discovery: Tiger's Discovery",Dictionaries-Languages,dataset/Dictionaries-Languages/0000381.jpg,same
"Project X Origins: Orange Book Band, Oxford Level 6: Invasion: Buzz Off!",Dictionaries-Languages,dataset/Dictionaries-Languages/0000382.jpg,same
Oxford Reading Tree: Level 2: Stories: The Toys' Party,Dictionaries-Languages,dataset/Dictionaries-Languages/0000383.jpg,same
Oxford Reading Tree: Level 2: Stories: What a Bad Dog!,Dictionaries-Languages,dataset/Dictionaries-Languages/0000384.jpg,same
Jolly Phonics Pupil Book 1,Dictionaries-Languages,dataset/Dictionaries-Languages/0000385.jpg,same
Complete Spanish Beginner to Intermediate Book and Audio Course,Dictionaries-Languages,dataset/Dictionaries-Languages/0000386.jpg,same
Super Minds Level 2 Workbook with Online Resources,Dictionaries-Languages,dataset/Dictionaries-Languages/0000387.jpg,same
Easy Learning French Conversation,Dictionaries-Languages,dataset/Dictionaries-Languages/0000388.jpg,same
Cambridge IELTS 9 Self-study Pack (Student's Book with Answers and Audio CDs (2)),Dictionaries-Languages,dataset/Dictionaries-Languages/0000389.jpg,same
"Project X Origins: Purple Book Band, Oxford Level 8: Buildings: Sandcastle",Dictionaries-Languages,dataset/Dictionaries-Languages/0000390.jpg,same
The Horologicon,Dictionaries-Languages,dataset/Dictionaries-Languages/0000391.jpg,same
Menschen,Dictionaries-Languages,dataset/Dictionaries-Languages/0000392.jpg,same
Legal Writing in Plain English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000393.jpg,same
First French Reader,Dictionaries-Languages,dataset/Dictionaries-Languages/0000394.jpg,same
Forrest Gump,Dictionaries-Languages,dataset/Dictionaries-Languages/0000395.jpg,same
New Comprehensive A-Z Crossword Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000396.jpg,same
Super Minds Level 3 Student's Book with DVD-ROM,Dictionaries-Languages,dataset/Dictionaries-Languages/0000397.jpg,same
Longman's Student Grammar of Spoken and Written English Paper,Dictionaries-Languages,dataset/Dictionaries-Languages/0000398.jpg,same
Oxford Reading Tree: Level 1+: First Sentences: Hide and Seek,Dictionaries-Languages,dataset/Dictionaries-Languages/0000399.jpg,same
French Verb Wheel (Verbes Irreguliers Francais),Dictionaries-Languages,dataset/Dictionaries-Languages/0000400.jpg,same
"Scholastic Success with Writing, Grade 3",Dictionaries-Languages,dataset/Dictionaries-Languages/0000401.jpg,same
"Scholastic Success With: Grammar, Grade 3",Dictionaries-Languages,dataset/Dictionaries-Languages/0000402.jpg,same
Style Manual,Dictionaries-Languages,dataset/Dictionaries-Languages/0000403.jpg,same
The Chicago Manual of Style,Dictionaries-Languages,dataset/Dictionaries-Languages/0000404.jpg,same
We Tell Ourselves Stories in Order to Live,Dictionaries-Languages,dataset/Dictionaries-Languages/0000405.jpg,same
The Horologicon,Dictionaries-Languages,dataset/Dictionaries-Languages/0000406.jpg,same
Therapeutic Storytelling,Dictionaries-Languages,dataset/Dictionaries-Languages/0000407.jpg,same
Oxford Reading Tree: Level 5: Stories: The Dragon Tree,Dictionaries-Languages,dataset/Dictionaries-Languages/0000408.jpg,same
More Letters of Note,Dictionaries-Languages,dataset/Dictionaries-Languages/0000409.jpg,same
Mechanically Inclined,Dictionaries-Languages,dataset/Dictionaries-Languages/0000410.jpg,same
The Negative Trait Thesaurus,Dictionaries-Languages,dataset/Dictionaries-Languages/0000411.jpg,same
Level 4: 1984,Dictionaries-Languages,dataset/Dictionaries-Languages/0000412.jpg,same
Jack and the Beanstalk - Read it yourself with Ladybird,Dictionaries-Languages,dataset/Dictionaries-Languages/0000413.jpg,same
Korean Made Simple,Dictionaries-Languages,dataset/Dictionaries-Languages/0000414.jpg,same
Oxford Reading Tree: Level 1: First Words: Six in Bed,Dictionaries-Languages,dataset/Dictionaries-Languages/0000415.jpg,same
Illustrating Children's Books,Dictionaries-Languages,dataset/Dictionaries-Languages/0000416.jpg,same
Longmans Student Grammar of Spoken and Written English Workbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000417.jpg,same
Plain Words,Dictionaries-Languages,dataset/Dictionaries-Languages/0000418.jpg,same
Oxford Advanced Learner's Dictionary: Paperback + DVD + Premium Online Access Code,Dictionaries-Languages,dataset/Dictionaries-Languages/0000419.jpg,same
Greek Grammar Beyond the Basics,Dictionaries-Languages,dataset/Dictionaries-Languages/0000420.jpg,same
Nuevo Ven,Dictionaries-Languages,dataset/Dictionaries-Languages/0000421.jpg,same
How to Write Science Fiction and Fantasy,Dictionaries-Languages,dataset/Dictionaries-Languages/0000422.jpg,same
Oxford Reading Tree: Level 1+: First Sentences: Look At Me,Dictionaries-Languages,dataset/Dictionaries-Languages/0000423.jpg,same
Alter Ego,Dictionaries-Languages,dataset/Dictionaries-Languages/0000424.jpg,same
Italian Picture Word Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000425.jpg,same
The Hut Six Story,Dictionaries-Languages,dataset/Dictionaries-Languages/0000426.jpg,same
The Penguin Dictionary of Sociology,Dictionaries-Languages,dataset/Dictionaries-Languages/0000427.jpg,same
Japanese from Zero!: 3,Dictionaries-Languages,dataset/Dictionaries-Languages/0000428.jpg,same
Cambridge IELTS 10 Student's Book with Answers,Dictionaries-Languages,dataset/Dictionaries-Languages/0000429.jpg,same
Easy Learning Spanish Conversation,Dictionaries-Languages,dataset/Dictionaries-Languages/0000430.jpg,same
New Practical Chinese Reader vol.1 - Workbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000431.jpg,same
Writing Fiction For Dummies,Dictionaries-Languages,dataset/Dictionaries-Languages/0000432.jpg,same
Dreyer's English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000433.jpg,same
The Screenwriter's Workbook,Dictionaries-Languages,dataset/Dictionaries-Languages/0000434.jpg,same
Alter Ego +,Dictionaries-Languages,dataset/Dictionaries-Languages/0000435.jpg,same
Alif Baa,Dictionaries-Languages,dataset/Dictionaries-Languages/0000436.jpg,same
Thai for Beginners,Dictionaries-Languages,dataset/Dictionaries-Languages/0000437.jpg,same
Image Music Text,Dictionaries-Languages,dataset/Dictionaries-Languages/0000438.jpg,same
Cambridge IELTS 13 Academic Student's Book with Answers with Audio,Dictionaries-Languages,dataset/Dictionaries-Languages/0000439.jpg,same
Wreck This Journal Bundle Set,Dictionaries-Languages,dataset/Dictionaries-Languages/0000440.jpg,same
Complete Dutch Beginner to Intermediate Course,Dictionaries-Languages,dataset/Dictionaries-Languages/0000441.jpg,same
"James Hardy Vaux's 1819 Dictionary of Criminal Slang and Other Impolite Terms as Used by the Convicts of the British Colonies of Australia with Additional True Stories, Remarkable Facts and Illustrations",Dictionaries-Languages,dataset/Dictionaries-Languages/0000442.jpg,same
Writing Ages 3-5: New Edition,Dictionaries-Languages,dataset/Dictionaries-Languages/0000443.jpg,same
Oxford Reading Tree: Level 5: Stories: Village in the Snow,Dictionaries-Languages,dataset/Dictionaries-Languages/0000444.jpg,same
English for Everyone English Grammar Guide,Dictionaries-Languages,dataset/Dictionaries-Languages/0000445.jpg,same
Key Words: 5a Where we go,Dictionaries-Languages,dataset/Dictionaries-Languages/0000446.jpg,same
Cardinal,Dictionaries-Languages,dataset/Dictionaries-Languages/0000447.jpg,same
Essentials of Assessment Report Writing,Dictionaries-Languages,dataset/Dictionaries-Languages/0000448.jpg,same
Oxford Essential Arabic Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000449.jpg,same
Voice and the Actor,Dictionaries-Languages,dataset/Dictionaries-Languages/0000450.jpg,same
"Practice Makes Perfect: Complete Italian Grammar, Premium Second Edition",Dictionaries-Languages,dataset/Dictionaries-Languages/0000451.jpg,same
IELTS Writing,Dictionaries-Languages,dataset/Dictionaries-Languages/0000452.jpg,same
"Grammar, Grade 4",Dictionaries-Languages,dataset/Dictionaries-Languages/0000453.jpg,same
Oxford Reading Tree: Level 5: Stories: Castle Adventure,Dictionaries-Languages,dataset/Dictionaries-Languages/0000454.jpg,same
Easy French Reader w/CD-ROM,Dictionaries-Languages,dataset/Dictionaries-Languages/0000455.jpg,same
Oxford Reading Tree: Level 6: Stories: The Treasure Chest,Dictionaries-Languages,dataset/Dictionaries-Languages/0000456.jpg,same
German All-in-One For Dummies,Dictionaries-Languages,dataset/Dictionaries-Languages/0000457.jpg,same
Reading Like a Writer,Dictionaries-Languages,dataset/Dictionaries-Languages/0000458.jpg,same
Oxford IB Diploma Programme: Extended Essay Course Companion,Dictionaries-Languages,dataset/Dictionaries-Languages/0000459.jpg,same
Oxford School Shakespeare: Twelfth Night,Dictionaries-Languages,dataset/Dictionaries-Languages/0000460.jpg,same
The Big Short,Dictionaries-Languages,dataset/Dictionaries-Languages/0000461.jpg,same
Nuevo Espanol en Marcha: Student Book Level A1,Dictionaries-Languages,dataset/Dictionaries-Languages/0000462.jpg,same
Garlic And Sapphires,Dictionaries-Languages,dataset/Dictionaries-Languages/0000463.jpg,same
First German Reader,Dictionaries-Languages,dataset/Dictionaries-Languages/0000464.jpg,same
Confabulations,Dictionaries-Languages,dataset/Dictionaries-Languages/0000465.jpg,same
Workbook for Wheelock's Latin,Dictionaries-Languages,dataset/Dictionaries-Languages/0000466.jpg,same
The Gingerbread Man - Read It Yourself with Ladybird,Dictionaries-Languages,dataset/Dictionaries-Languages/0000467.jpg,same
The Little Green Grammar Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000468.jpg,same
Cambridge Latin Grammar,Dictionaries-Languages,dataset/Dictionaries-Languages/0000469.jpg,same
The Professor and the Madman,Dictionaries-Languages,dataset/Dictionaries-Languages/0000470.jpg,same
Le nouveau taxi!,Dictionaries-Languages,dataset/Dictionaries-Languages/0000471.jpg,same
The Language Instinct,Dictionaries-Languages,dataset/Dictionaries-Languages/0000472.jpg,same
Oxford Collocations Dictionary for students of English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000473.jpg,same
Complete Italian Beginner to Intermediate Book and Audio Course,Dictionaries-Languages,dataset/Dictionaries-Languages/0000474.jpg,same
Ship or Sheep? Book and Audio CD Pack,Dictionaries-Languages,dataset/Dictionaries-Languages/0000475.jpg,same
The Positive Trait Thesaurus,Dictionaries-Languages,dataset/Dictionaries-Languages/0000476.jpg,same
"Oxford Reading Tree Biff, Chip and Kipper Stories Decode and Develop: Level 7: Holiday in Japan",Dictionaries-Languages,dataset/Dictionaries-Languages/0000477.jpg,same
Dialogue,Dictionaries-Languages,dataset/Dictionaries-Languages/0000478.jpg,same
Kid's Box Level 3 Pupil's Book British English,Dictionaries-Languages,dataset/Dictionaries-Languages/0000479.jpg,same
Alpha-Phonics A Primer for Beginning Readers,Dictionaries-Languages,dataset/Dictionaries-Languages/0000480.jpg,same
"The Official Guide to the TOEFL Test with DVD-ROM, Fifth Edition",Dictionaries-Languages,dataset/Dictionaries-Languages/0000481.jpg,same
First Phonics Ages 3-4,Dictionaries-Languages,dataset/Dictionaries-Languages/0000482.jpg,same
German Made Simple,Dictionaries-Languages,dataset/Dictionaries-Languages/0000483.jpg,same
Wedding Planner,Dictionaries-Languages,dataset/Dictionaries-Languages/0000484.jpg,same
Motherfocloir,Dictionaries-Languages,dataset/Dictionaries-Languages/0000485.jpg,same
The CELTA Course Trainee Book,Dictionaries-Languages,dataset/Dictionaries-Languages/0000486.jpg,same
Oxford Bookworms Library: Level 2:: Red Dog,Dictionaries-Languages,dataset/Dictionaries-Languages/0000487.jpg,same
Japanese the Manga Way,Dictionaries-Languages,dataset/Dictionaries-Languages/0000488.jpg,same
Oxford Essential German Dictionary,Dictionaries-Languages,dataset/Dictionaries-Languages/0000489.jpg,same
